,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Category,Desc
2485,0743237196,Fall on Your Knees,Ann-Marie MacDonald,2002,Simon & Schuster,,
2486,0684803968,LET ME CALL YOU SWEETHEART,Mary Higgins Clark,1995,Simon & Schuster,Fiction,"A visit to a prominent New York plastic surgeon with her daughter leads Kerry McGrath, a New Jersey municipal court judge and former district attorney, on a quest to find a killer, before a man she had once helped convict of murder dies for a crime he did not commit. 850,000 first printing. Lit Guild Main. Tour."
2487,0553582364,A Traitor to Memory,Elizabeth George,2002,Bantam Books,Fiction,"Detective Inspector Thomas Lynley risks his career when Eugenie Davies is brutally murdered and discovers that she had been tied to an old murder investigation that could possibly involve his superior, Superintendent Malcolm Webberly, and as Thomas and his partners search for the truth, they must delve into dark secrets and passions of a prominent family to catch a killer. Reprint."
2488,0446611476,Stone Kiss,Faye Kellerman,2003,Warner Books,,
2489,0553284363,Payment in Blood,Elizabeth George,1990,Bantam Books,Fiction,Inspector Thomas Fynley of Scotland Yard is possessed by a fierce attraction to a murder suspect while investigating the savage slaying of a controversial playwright
2490,0515097500,Men in Blue (Badge of Honor Novels (Paperback)),W. E. B. Griffin,1991,Jove Books,FICTION,"""He captivates you with characters the way few authors can!""--Tom Clancy."
2491,0743411331,Never Change,Elizabeth Berg,2002,Washington Square Press,Fiction,"A self-anointed spinster at fifty-one, Myra Lipinski is reasonably content with her quiet life, her dog, Frank, and her career as a visiting nurse. But everything changes when Chip Reardon, the golden boy she adored in high school, is assigned as her new patient. Choosing to forgo treatment for an incurable illness, Chip has returned to his New England hometown to spend what time he has left. Now, Myra and Chip find themselves engaged in a poignant redefinition of roles, and a complicated dance of memory, ambivalence, and longing."
2492,0451451430,Nightseer,Laurell K. Hamilton,2004,Roc,Fiction,"When Keleios is granted powers beyond anything she has ever imagined, she is tempted to use them to avenge the death of her mother, Elwine the Gentle, in spite of the risks to her soul involved"
2493,0345440781,The Redemption of Althalus,David Eddings,2001,Del Rey Books,Fiction,"As the battle continues between the forces of good and evil, disreputable thief and rogue Althalus is forced into an uneasy alliance with powerful goddess Dweia as they embark on a mission that could hold the key to the world's salvation."
2494,0451203771,Scarlet Feather,Maeve Binchy,2002,Signet Book,Fiction,"Fresh from cooking school, Tom Feather and Cathy Scarlet are hot new additions to the Dublin scene with their new catering company, but some people in the city, including their families, are not so keen on the idea of their success. Reprint."
2495,0515124893,Homeport,Nora Roberts,1999,Jove Books,Fiction,"Dr. Miranda Jones is called to Italy to secure the authenticity of a valuable Renaissance sculpture. There she meets a gorgeous art thief. But when dangerous sparks of passion begin to fly, Miranda finds herself in more trouble than she'd packed for."
2496,0671528203,Stillwatch,Mary Higgins Clark,1997,Pocket,Fiction,"I told you not to come... Slipped under the door of her Georgetown home, the note was an ominous reminder of Pat Traymore's past. The beautiful young television journalist had come to glamorous, high-powered Washington to produce a TV series. Her subject: Senator Abigail Jennings, slated for nomination as the first woman vice president of the United States. With the help of an old flame, Congresman Sam Kingsley, Pat delves into Abigail's life, only to turn up horrifying facts that threaten to destroy senator's reputation and her career. Worse still, sinister connections to Pat's own childhood and the nightmare secrets hidden within are surfacing -- secrets waiting to destroy her."
2497,0812540336,"The Visitant (The Anasazi Mysteries, Book 1)",Kathleen O'Neal Gear,2000,Tor Books,Fiction,"Dr. Maureen Cole, an anthropologist, is called in to examine a mass grave discovered in New Mexico, but as she works to unravel the mystery of the shattered skulls of women and children found there, strange things begin to happen around her. Reprint."
2498,0553210793,The Adventures of Huckleberry Finn (Bantam Classics),MARK TWAIN,1981,Bantam,Fiction,A mischievous youth encounters a runaway slave and together they travel down the Mississippi in search of adventure
2499,0786867647,Lucky Man: A Memoir,Michael J. Fox,2002,Hyperion,Biography &amp; Autobiography,"A funny, highly personal, gorgeously written account of what it's like to be a 30-year-old man who is told he has an 80-year-old's disease. ""Life is great. Sometimes, though, you just have to put up with a little more crap."" --Michael J. Fox In September 1998, Michael J. Fox stunned the world by announcing he had been diagnosed with Parkinson's disease -- a degenerative neurological condition. In fact, he had been secretly fighting it for seven years. The worldwide response was staggering. Fortunately, he had accepted the diagnosis and by the time the public started grieving for him, he had stopped grieving for himself. Now, with the same passion, humor, and energy that Fox has invested in his dozens of performances over the last 18 years, he tells the story of his life, his career, and his campaign to find a cure for Parkinson's. Combining his trademark ironic sensibility and keen sense of the absurd, he recounts his life -- from his childhood in a small town in western Canada to his meteoric rise in film and television which made him a worldwide celebrity. Most importantly however, he writes of the last 10 years, during which -- with the unswerving support of his wife, family, and friends -- he has dealt with his illness. He talks about what Parkinson's has given him: the chance to appreciate a wonderful life and career, and the opportunity to help search for a cure and spread public awareness of the disease. He is a very lucky man, indeed. The Michael J. Fox Foundation Michael J. Fox is donating the profits from his book to the Michael J. Fox Foundation for Parkinson's Research, which is dedicated to fast-forwarding the cure for Parkinson's disease. The Foundation will move aggressively to identify the most promising research and raise the funds to assure that a cure is found for the millions of people living with this disorder. The Foundation's web site, MichaelJFox.org, carries the latest pertinent information about Parkinson's disease, including: --A detailed description of Parkinson's disease --How you can help find the cure --Public Services Announcements that are aired on network and cable television stations across the country to increase awareness --Upcoming related Parkinson's disease events and meetings --Updates on recent research and developments"
2500,0515133973,Midnight Bayou,Nora Roberts,2004,Jove Books,Fiction,"Haunted by ghostly visions from a century past, Declan Fitzgerald is drawn to his beautiful neighbor, Angelina. But as the passion between them grows, their future together depends on uncovering a secret from the past as dark and deep as the bayou."
2501,0425097722,Fatherhood,Bill Cosby,1994,Berkley Publishing Group,Family &amp; Relationships,"In this collection of ruminations, anecdotes, and vignettes, the actor/ comedian covers the paternal gamut from the first child's birth to the challenges of raising teenagers and the ambivalence of watching kids leave home. Reissue."
2502,067189109X,The Blessing,Jude Deveraux,1999,Pocket Star,,
2503,0440229499,Gathering Blue (Readers Circle),LOIS LOWRY,2002,Laurel Leaf,Juvenile Fiction,"Lame and suddenly orphaned, Kira is mysteriously removed from her squalid village to live in the palatial Council Edifice, where she is expected to use her gifts as a weaver to do the bidding of the all-powerful Guardians."
2504,0671702513,The Prize,Julie Garwood,1991,Pocket,Fiction,"Forced to choose a husband from among a group of Norman nobles, Nicholaa--a Saxon held captive in William the Conqueror's court--chooses the fierce warrior Royce, a man with a tender heart"
2505,0449911594,Dinner at the Homesick Restaurant : A Novel,ANNE TYLER,1996,Ballantine Books,"Art, Modern",
2506,0151002290,East of the Mountains,David Guterson,1999,Harcourt,Fiction,"In a stunning novel of personal discovery set against the backdrop of the Columbia Basin of central Washington, retired heart surgeon Ben Givens, suffering from terminal colon cancer, embarks on one final, epic hunting odyssey through the American West. 500,000 first printing. Lit Guild Main."
2507,067166641X,SURRENDER THE PINK : SURRENDER THE PINK,Angela Fisher,1991,Pocket,Fiction,"Soap opera writer Dinah Kaufman attempts to force herself back into the life of her ex-husband, playwright Rudy Giler"
2508,0385333412,Dating Big Bird,Laura Zigman,2001,Delta,Fiction,"Thirty-five-year-old careerwoman Ellen Green wants a child, but her boyfriend Malcolm doesn't, so she is forced to consider the option of single motherhood, in a new novel by the best-selling author of Animal Husbandry. Reprint. 30,000 first printing."
