,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
4057,0679728899,Death Comes for the Archbishop (Vintage Classics),Willa Cather,1990,Vintage
4058,0679766626,Last Orders,Graham Swift,1997,Vintage Books USA
4059,0425181456,McNally's Folly,Vincent Lardo,2001,Berkley Publishing Group
4060,0671666258,American Star,Jackie Collins,1993,Simon & Schuster
4061,0486278077,The Picture of Dorian Gray (Dover Thrift Editions),Oscar Wilde,1993,Dover Publications
4062,0064408647,"The Ersatz Elevator (A Series of Unfortunate Events, Book 6)",Lemony Snicket,2001,HarperCollins
4063,0064407683,"The Wide Window (A Series of Unfortunate Events, Book 3)",Lemony Snicket,2000,HarperCollins
4064,0671872001,Disappearing Acts,Terry McMillan,1993,Pocket
4065,0670805149,Lake Wobegon Days,Garrison Keillor,1985,Penguin USA
4066,0836221311,Last Chapter and Worse,Gary Larson,1996,Andrews McMeel Publishing
4067,0451200101,The Experiment,John Darnton,2000,Signet Book
4068,0451176723,Mitigating Circumstances,Nancy Taylor Rosenberg,1993,Signet Book
4069,0440128595,GEMINI CONTENDERS,ROBERT LUDLUM,1977,Dell
4070,0446604402,The Laws of Our Fathers,Scott Turow,1997,Warner Books
4071,0449005828,Bedford Square (Charlotte & Thomas Pitt Novels (Paperback)),Anne Perry,2000,Ballantine Books
4072,0671891510,Q-Squared (Star Trek: The Next Generation),Peter David,1995,Star Trek
4073,0425171396,"Hidden Agendas (Tom Clancy's Net Force, No. 2)",Tom Clancy,1999,Berkley Publishing Group
4074,0375705171,Trans-Sister Radio (Vintage Contemporaries (Paperback)),CHRIS BOHJALIAN,2001,Vintage
4075,0375725601,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",Erik Larson,2004,Vintage
4076,0553117467,All Things Wise and Wonderful,James Herriot,1994,Bantam Doubleday Dell
4077,0440224047,Purple Cane Road,James Lee Burke,2001,Dell Publishing Company
4078,0684826976,Undaunted Courage: Meriwether Lewis Thomas Jefferson and the Opening of the American West,Stephen Ambrose,1997,Simon & Schuster
4079,0553212621,Lady Chatterley's Lover: Complete and Unexpurgated 1928 Orioli Edition,D. H. Lawrence,1983,Bantam
4080,0425164349,Timequake,Kurt Vonnegut,1998,Berkley Publishing Group
4081,0061094129,Legal Tender,Lisa Scottoline,1997,HarperTorch
4082,0671568833,Kill and Tell,Linda Howard,1998,Pocket Books
4083,0380789884,Pearl Cove (Donovan),Elizabeth Lowell,2000,Avon
4084,0425182150,Perish Twice,Robert B. Parker,2001,Berkley Publishing Group
4085,0380819171,Head Over Heels,Susan Andersen,2002,Avon
4086,3442453305,Herr Lehmann.,Sven Regener,2003,Goldmann
4087,0515119644,The Judge,Steven Paul Martini,1996,Jove Books
4088,0552999458,Dead Famous,Ben Elton,2002,"Black Swan Books, Limited"
4089,0375414657,The Piano Tuner,Daniel Mason,2002,Alfred A. Knopf
4090,0671774670,Mother of Pearl (Oprah's Book Club (Paperback)),Melinda Haynes,2000,Washington Square Press
4091,0743457870,Hidden Leaves (Debeers),V.C. Andrews,2003,Pocket Star
4092,0380400634,The Enchanted Land,Jude Deveraux,1978,Avon
4093,0679403612,Saint Maybe,Anne Tyler,1991,Random House Inc
4094,0425190641,Fire Ice: A Novel from the Numa Files (Kurt Austin Adventures (Paperback)),Clive Cussler,2003,Berkley Publishing Group
4095,0399142185,Executive Orders,Tom Clancy,1996,Putnam Publishing Group
4096,0425137562,Silent Prey,John Sandford,2000,Berkley Publishing Group
4097,0553575953,Floaters,Joseph Wambaugh,1997,Bantam Books
4098,0515135739,Eleventh Hour: An FBI Thriller (FBI Thriller (Jove Paperback)),Catherine Coulter,2004,Jove Books
4099,0345434498,Hostage,Robert Crais,2002,Fawcett Books
4100,0373218540,Dangerous,Nora Roberts,2002,Silhouette
4101,0373825048,"Tyler #4: Monkey Wrench (Tyler, No. 4)",Nancy Martin,1992,Harlequin
4102,0380789892,Midnight in Ruby Bayou,Elizabeth Lowell,2001,Avon
4103,0553584375,No One to Trust,IRIS JOHANSEN,2003,Bantam
4104,0671776800,Paradise,Judith McNaught,1992,Pocket
4105,0451198387,Suspicion of Betrayal,Barbara Parker,2000,Signet Book
4106,0515118559,True Betrayals,Nora Roberts,1996,Jove Books
4107,0140094296,The Songlines,Bruce Chatwin,1988,Penguin Books
4108,0553213466,Anna Karenina,Leo Tolstoy,1984,Bantam
4109,0684859726,Fatal Voyage : A Novel,Kathy Reichs,2001,Scribner
4110,0380977761,Abraham : A Journey to the Heart of Three Faiths,Bruce Feiler,2002,William Morrow
4111,0684853949,The Man Who Mistook His Wife For A Hat : And Other Clinical Tales,Oliver Sacks,1998,Touchstone
4112,0786864672,Pure Drivel,Steve Martin,1998,Hyperion
4113,0380702843,The Return of the Indian (Indian in the Cupboard),Lynne Reid Banks,1999,HarperTrophy
4114,0312275420,Being Dead : A Novel,Jim Crace,2001,Picador
4115,3453007867,Friedhof der Kuscheltiere. Roman.,Stephen King,1988,Heyne
4116,0440407524,Shiloh (Yearling Newbery),Phyllis Reynolds Naylor,1992,Yearling Books
4117,014200023X,A Heart of Stone,Renate Dorrestein,2002,Penguin Books
4118,038000321X,Alive : The Story of the Andes Survivors (Avon Nonfiction),Piers Paul Read,1975,Avon
4119,0345331354,Cosmos,Carl Sagan,1993,Ballantine Books
4120,0842332359,Glorious Appearing: The End of Days (Left Behind #12),Tim F. Lahaye,2004,Tyndale House Publishers
4121,0451170725,You'll Never Eat Lunch in This Town Again,Julia Phillips,1992,Signet Book
4122,0060184957,"Pride, Prejudice and Jasmin Field : A Novel",Melissa Nathan,2001,Avon Trade
4123,0451202244,Above the Law: A Novel,J. F. Freedman,2001,Signet Book
4124,0425182142,Tom Clancy's Power Plays: Cold War (Tom Clancy's Power Plays (Paperback)),Jerome Preisler,2001,Berkley Publishing Group
4125,0804119708,Over the Edge,Suzanne Brockmann,2001,Ivy Books
4126,015668568X,"Old Possum's Book of Practical Cats, Illustrated Edition",T.S. Eliot,1982,Harvest Books
4127,185326086X,Dracula (Wordsworth Classics),B. Stoker,1997,NTC/Contemporary Publishing Company
4128,0553564978,Venus Envy,Rita Mae Brown,1996,Bantam Books
4129,0812533054,"Seventh Son (Tales of Alvin Maker, Book 1)",Orson Scott Card,1993,Tor Fantasy
4130,0671019546,The Deadhouse,Linda Fairstein,2002,Pocket
4131,0804108587,The Face of a Stranger (William Monk Novels (Paperback)),Anne Perry,1997,Fawcett Books
4132,059048348X,"It Came from Beneath the Sink! (Goosebumps, No 30)",R. L. Stine,1995,Scholastic
4133,0425182673,"Cybernation (Tom Clancy's Net Force, No. 6)",Steve Perry,2001,Berkley Publishing Group
4134,0140186409,The Grapes of Wrath (20th Century Classics),John Steinbeck,1992,Penguin Books
4135,0451167538,Different Seasons (Signet),Stephen King,2004,Signet Book
4136,0451131517,On Wings of Eagles,Ken Follett,1984,New Amer Library
4137,1551666510,The Harbor,Carla Neggers,2003,Mira
4138,0061040347,A Woman Betrayed,Barbara Delinsky,1994,HarperTorch
4139,0440495962,The Witch of Blackbird Pond (Yearling Newbery),ELIZABETH GEORGE SPEARE,1987,Yearling
4140,0446675776,Kiss My Tiara : How to Rule the World as a SmartMouth Goddess,Susan Jane Gilman,2001,Warner Books
4141,0618260250,The Lord of the Rings,J. R. R. Tolkien,2002,Houghton Mifflin Company
4142,0684844818,INTRUSIONS,Ursula Hegi,1997,Touchstone
4143,0061093327,Low Country,Anne Rivers Siddons,1999,HarperTorch
4144,0515131210,Shattered,Dick Francis,2001,Jove Books
4145,0880381744,Dragons of Winter Night,Margaret Weis,1985,Wizards of the Coast
4146,0812548094,"Stone of Tears (Sword of Truth, Book 2)",Terry Goodkind,1996,Tor Fantasy
4147,0140042229,Dubliners,James Joyce,1976,Penguin USA
4148,0451206711,Orchid Blues (Holly Barker Novels (Paperback)),Stuart Woods,2002,Signet Book
4149,0449210820,Woman on the Edge of Time,Marge Piercy,1990,Fawcett Books
4150,0061099252,Family Pictures,Sue Miller,1991,HarperTorch
4151,0812511069,Destiny's Road,Larry Niven,1998,Tor Science Fiction
4152,0375724400,When We Were Orphans (Vintage International (Paperback)),Kazuo Ishiguro,2001,Vintage Books USA
4153,3492238696,Balzac und die kleine chinesische Schneiderin.,Dai Sijie,2003,Piper
4154,0061020656,Pyramids (Discworld Novels (Paperback)),Terry Pratchett,2001,HarperTorch
4155,0525945253,The Kid: What Happened After My Boyfriend and I Decided to Go Get Pregnant : An Adoption Story,Dan Savage,1999,Dutton Books
4156,0590423541,Black Beauty,Anna Sewell,1989,Scholastic
4157,0380726246,Prayers for the Dead : A Peter Decker/Rina Lazarus Novel (Peter Decker & Rina Lazarus Novels (Paperback)),Faye Kellerman,1997,Avon
4158,0380792494,Devil's Claw,J.A. Jance,2001,Avon
4159,0345348656,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book 1)",Stephen R. Donaldson,1984,Del Rey Books
4160,0425146812,Second Nature,Alice Hoffman,1995,Berkley Publishing Group
4161,0515125024,Die Trying,Lee Child,1999,Jove Books
4162,0553560271,Shadows,John Saul,1993,Bantam Books
4163,0865471185,West With the Night,Beryl Markham,1983,North Point Press
4164,0060172916,High Tide in Tucson: Essays from Now or Never,Barbara Kingsolver,1995,HarperCollins Publishers
4165,0425152499,Practical Magic,Alice Hoffman,1996,Berkley Publishing Group
4166,1558531564,"Live and Learn and Pass It on: People Ages 5 to 95 Share What They'Ve Discovered About Life, Love, and Other Good Stuff (Live & Learn & Pass It on)",H. Jackson Brown,1992,Thomas Nelson
4167,042516246X,Bitterroot Landing,Sheri Reynolds,1997,Berkley Publishing Group
4168,0380715929,Mother Earth Father Sky,Sue Harrison,1991,Avon
4169,0446530891,Split Second,David Baldacci,2003,Warner Books
4170,0061091316,Lost Boys,Orson Scott Card,1993,HarperTorch
4171,0786889187,Cadillac Jukebox (Dave Robicheaux Mysteries (Paperback)),James Lee Burke,1997,Hyperion
4172,3462028189,Crazy,Benjamin Lebert,2000,"Kiepenheuer & Witsch GmbH & Co. KG, Verlag"
4173,0553268929,The Great Santini,Pat Conroy,1987,Bantam Books
4174,0440201969,Bluebeard,Kurt Vonnegut,1988,Dell Publishing Company
4175,0684842696,UNDERWORLD,Don DeLillo,1997,Scribner
4176,1881273156,The Five Love Languages: Five Love Languages,Gary Chapman,2005,Moody Publishers
4177,0671673661,I'LL BE SEEING YOU,Mary Higgins Clark,1993,Simon & Schuster
4178,0451521951,The Count of Monte Cristo,Alexandre Dumas,1995,Signet Book
4179,0375405445,Founding Brothers: The Revolutionary Generation,JOSEPH J. ELLIS,2000,Knopf
4180,0060519134,Savannah Blues,Mary Kay Andrews,2003,Perennial
4181,0373250452,Lost & Found (Red Dress Ink),Jane Sigaloff,2004,Red Dress Ink
4182,0452266564,The Claiming of Sleeping Beauty (Erotic Adventures of Sleeping Beauty),Rice Anne,1999,Plume Books
4183,0553273965,Never Cry Wolf,Farley Mowat,1983,Bantam Books
4184,0553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hahn,1992,Random House
4185,0440242002,Bleachers,JOHN GRISHAM,2004,Dell
4186,0440129389,"GOOD MOTHER, THE",Sue Miller,1987,Dell
4187,0312971397,Cuba (A Jake Grafton Novel),Stephen Coonts,2000,St. Martin's Paperbacks
4188,0670843342,The Road to Wellville,T. Coraghessan Boyle,1993,Penguin USA
4189,0836220625,Far Side Gallery,Gary Larson,1984,Andrews McMeel Publishing
4190,0671035452,Hot Springs (Earl Swagger Novels (Paperback)),Stephen Hunter,2001,Pocket
4191,0743418131,Deck the Halls (Holiday Classics),Mary Higgins Clark,2002,Pocket
4192,0804115486,Enigma,Robert Harris,1996,Ballantine Books
4193,042515999X,The Solitaire Mystery,Jostein Gaarder,1997,Berkley Publishing Group
4194,0553583611,Fatal,MICHAEL PALMER,2003,Bantam
4195,0060932813,Waiting: The True Confessions of a Waitress,Debra Ginsberg,2001,Perennial
4196,1575668807,Maggie Needs an Alibi,Kasey Michaels,2003,Kensington Publishing Corporation
4197,0553204564,All Things Bright and Beautiful,James Herriot,1981,Bantam Doubleday Dell
4198,0553142003,Princess Daisy,Judith Krantz,1994,Bantam Doubleday Dell
4199,051513175X,The Descent,Jeff Long,2001,Jove Books
4200,0446353930,Best Kept Secrets,Sandra Brown,1989,Warner Books
4201,0060559128,"Holy Fools : A Novel (Harris, Joanne)",Joanne Harris,2004,William Morrow
4202,1551661586,Witchcraft,Jayne Ann Krentz,1996,Mira
4203,088396631X,"The One World, One Heart: Everyone Has the Same Basic Needs and Emotions. We Must Put Aside Our Differences and Come Together as One in Peace, U",Susan Polis Schutz,2001,Blue Mountain Arts
4204,0425127931,The Damnation Game,Clive Barker,1990,Jove Books
4205,0812551494,"Soul of the Fire (Sword of Truth, Book 5)",Terry Goodkind,2000,Tor Fantasy
4206,0449211991,Banker,Dick Francis,1989,Fawcett Books
4207,0446354732,Nothing Lasts Forever,Sidney Sheldon,1995,Warner Books
4208,0553249002,Aquitaine Progression,Robert Ludlum,1985,Bantam Doubleday Dell
4209,0553569783,Heartstone,PHILLIP M. MARGOLIN,1995,Bantam
4210,0380506092,The Natural,Bernard Malamud,1995,Avon Books
4211,0451197038,Manner of Death,Stephen White,2000,Signet Book
4212,0451202538,Hangman,Michael Slade,2001,Signet Book
4213,0399133844,Gracie: A Love Story,George Burns,1988,Putnam Pub Group
4214,0804107491,Reasonable Doubt,Philip Friedman,1997,Ivy Books
4215,0451199480,One Last Dance,Eileen Goudge,2000,Signet Book
4216,0671744585,The Invitation,Jude Deveraux,1994,Pocket
4217,044020447X,Final Flight,Stephen Coonts,1989,Dell
4218,0679445315,Quite a Year for Plums,Bailey White,1998,Random House Inc
4219,0375758992,Don't Let's Go to the Dogs Tonight : An African Childhood,ALEXANDRA FULLER,2003,Random House Trade Paperbacks
4220,1551668866,Twilight Hunger,Maggie Shayne,2002,Mira Books
4221,0440235804,Her Father's House,BELVA PLAIN,2003,Dell
4222,084395048X,Lair of the Lion,Christine Feehan,2002,Leisure Books
4223,0446608122,The Edge of Town,Dorothy Garlock,2002,Warner Books
4224,0802139868,The Sexual Life of Catherine M.,Catherine Millet,2003,Grove Press
4225,0380724979,Sanctuary (Peter Decker & Rina Lazarus Novels (Paperback)),Faye Kellerman,1995,Avon
4226,0449909735,Dave Barry Is Not Making This Up,Dave Barry,1995,Ballantine Books
4227,0786886307,Stolen Lives : Twenty Years in a Desert Jail (Oprah's Book Club (Paperback)),Malika Oufkir,2002,Miramax
4228,0446363383,The Last Camel Died at Noon (Amelia Peabody Mysteries (Paperback)),Elizabeth Peters,1992,Warner Books
4229,0743202562,Bad Girl Creek : A Novel,Jo-Ann Mapson,2001,Simon & Schuster
4230,0446610127,Fearless Jones (Fearless Jones Novels (Paperback)),Walter Mosley,2002,Warner Vision
4231,0671042564,Blackbird : A Childhood Lost and Found,Jennifer Lauck,2001,Washington Square Press
4232,0452269652,Jazz (Plume Contemporary Fiction),Toni Morrison,1993,Plume Books
4233,0380712520,Don't Know Much About History: Everything You Need to Know About American History but Never Learned,Kenneth Davis,1999,Perennial
4234,0380721228,Tell Me No Secrets,Joy Fielding,1994,Avon
4235,0440428130,Freckle Juice,JUDY BLUME,1978,Yearling
4236,0684863472,A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story,Dave Eggers,2000,Simon & Schuster
4237,078686298X,The Big Picture,Douglas Kennedy,1997,Hyperion Books
4238,0140144595,I Dreamed of Africa,Kuki Gallmann,1992,Penguin Books
4239,1896860982,Falling Backwards,James Eke,2002,Ekstasis Editions
4240,0449002411,The Presence,John Saul,1998,Ballantine Books
4241,0553561669,Ishmael,Daniel Quinn,1993,Bantam Books
4242,0061031445,Flight Lessons,Patricia Gaffney,2003,HarperTorch
4243,1551666022,"Dakota Home (Dakota Trilogy, Book 2)",Debbie Macomber,2000,Mira
4244,0060508302,Angels Everywhere: A Season of Angels/Touched by Angels (Avon Romance),Debbie MacOmber,2002,Avon Books
4245,0440181275,A Stranger Is Watching,Mary Higgins Clark,1990,Dell Publishing Company
4246,0590568809,"The Beast from the East (Goosebumps, No 43)",R. L. Stine,1996,Scholastic
4247,0140324623,Anne of Green Gables,L.M. Montgomery,1992,Penguin USA
4248,0440217490,A Dangerous Fortune,Ken Follett,1994,Island
4249,0679777504,Oscar and Lucinda,Peter Carey,1997,Vintage Books USA
4250,0743422910,The Constant Gardener,John le Carre,2001,Pocket
4251,074341232X,Jinxed,Carol Higgins Clark,2003,Pocket Star
4252,0804119724,Into the Night,Suzanne Brockmann,2002,Ballantine Books
4253,0375700269,Evening,SUSAN MINOT,1999,Vintage
4254,0679428895,Pompeii: A Novel,ROBERT HARRIS,2003,Random House
4255,1551668726,Death Qualified (Barbara Holloway Novels (Paperback)),Kate Wilhelm,2002,Mira
4256,0751503894,The Physician,Noah Gordon,2001,Warner Futura
4257,0671023209,Transfer of Power,Vince Flynn,2000,Pocket Star
4258,0440351626,The Magus,John Fowles,1985,Dell Publishing Company
4259,058351149X,Worst Fears,Fay Weldon,1994,Flamingo
4260,0553584049,The Perfect Summer,Luanne Rice,2003,Bantam Books
4261,0679760806,The Master and Margarita,Mikhail Bulgakov,1996,Vintage Books USA
4262,0786890002,The Art of Deception,Ridley Pearson,2003,Hyperion
4263,1853260258,The Odyssey,Homer,1998,NTC/Contemporary Publishing Company
4264,0743247612,The Funny Thing Is...,Ellen DeGeneres,2003,Simon & Schuster
4265,0425162605,Fatal Terrain,Dale Brown,1998,Berkley Publishing Group
4266,0446511528,The Heartbreaker,Carly Phillips,2003,Warner Books
4267,0553290789,Genuine Lies,Nora Roberts,1999,Bantam
4268,0553574094,With This Ring,Amanda Quick,1999,Bantam Books
4269,051511605X,Undue Influence,Steven Paul Martini,1995,Jove Books
4270,044023512X,City of Light,Lauren Belfer,2000,Island
4271,0449232921,The Grass Is Always Greener Over the Septic Tank,Erma Bombeck,1978,Fawcett Books
4272,0679759336,The Fermata,Nicholson Baker,1995,Vintage Books USA
4273,0061098027,Free Fall,Kyle Mills,2001,Avon Books
4274,0553264915,The Electric Kool-Aid Acid Test,Tom Wolfe,1983,Bantam Books
4275,0140390464,The Adventures of Huckleberry Finn (Penguin Classics),Mark Twain,1986,Penguin Books
4276,0751510114,Gridlock,Ben Elton,1992,"Acacia Press, Inc."
4277,0449208133,Lucifer's Hammer,Larry Niven,1983,Fawcett Books
4278,0345423496,3001: The Final Odyssey,Arthur C. Clarke,1998,Del Rey Books
4279,0451210743,Hornet Flight,Ken Follett,2003,Signet Book
4280,074322454X,"Band of Brothers : E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,2001,Simon & Schuster
4281,0312952813,The Black Ice (Detective Harry Bosch Mysteries),Michael Connelly,1996,St. Martin's Press
4282,0553263285,A Darkness at Sethanon : Volume IV in the Riftwar Saga,RAYMOND FEIST,1987,Spectra
4283,0380820854,"To Sir Phillip, With Love",Julia Quinn,2003,Avon
4284,0345342569,Shoeless Joe,W. P. Kinsella,1989,Ballantine Books
4285,3442433495,Der Campus.,Dietrich Schwanitz,1996,Goldmann
4286,1551660342,Tomorrow'S Promise,Kenneth T. Brown,1994,Mira
4287,0061013420,Worst Fears Realized,Stuart Woods,2000,HarperTorch
4288,0345322231,Being a Green Mother (Incarnations of Immortality (Paperback)),Piers Anthony,1990,Del Rey Books
4289,0380711079,Hour of the Hunter,J.A. Jance,2003,Avon
4290,0425150984,Glory in Death,J. D. Robb,2004,Berkley Publishing Group
4291,038000741X,Monkey Wrench Gang,Edward Abbey,1976,Avon
4292,0440210690,Indemnity Only (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1991,Dell
4293,0380815583,"Offer From a Gentleman, An",Julia Quinn,2001,Avon
